name,id,minutes,ingredients,steps,category
a pitcher of mojitos,429764,20,"['light rum', 'lime juice', 'mint', 'sugar', 'water', 'fresh mint leaves', 'lime wedge', 'mint leaf', 'club soda', 'ice']","['to make the pitcher of mojitos: in a large pitcher , stir together the rum , lime juice , and syrup', 'serve at once or refrigerate until needed', 'do not add ice to the pitcher', 'to make the simple syrup with mint: in a saucepan , mix together the sugar and water and heat over medium-high heat', 'let the syrup cook for a couple of minutes or until the sugar dissolves and the syrup looks clear', 'this will be about the time it takes for the syrup to begin to bubble', 'remove from the heat and add the mint leaves', 'cover and set aside for about 10 minutes , so the mint can infuse the syrup', 'strain the syrup and use immediately or store in a lidded container for up to 1 week', 'to serve: when ready to serve , squeeze a lime wedge over the ice in a rocks glass', 'drop the lime wedge into the glass along with a few fresh mint leaves', 'fill the glass two-thirds full of the mojito mixture and top off with club soda']",fruit
a plaything for your tongue,32459,60,"['chicken', 'yogurt', 'ginger paste', 'garlic paste', 'tomato puree', 'salt', 'red chili powder', 'black pepper', 'oil']","['mix all the spices , pastes , tomato puree and yogurt together and coat the chicken pieces and leave to marinate for 3 hours', 'heat oil in pot', 'empty marinated chicken with the mixture and cook covered till chicken is tender , about 30 minutes on low medium heat only', 'once chicken is tender saute the same on high heat for 4 minutes', 'do not add water during cooking the chicken', 'feel it melt in your mouth tingling your tongue and the taste buds on it', 'eat it s-----l-----o-----w-----l-----y to get that feeling']",vegetable
a plus fair corn dogs,240401,19,"['oil', 'all-purpose flour', 'yellow cornmeal', 'white sugar', 'baking powder', 'salt', 'bacon drippings', 'egg', 'buttermilk', 'baking soda', 'hot dogs', 'wooden stick']","['heat oil in a deep fryer to 365 degrees f', 'in a large bowl , stir together the flour , cornmeal , sugar , baking powder and salt', 'stir in melted bacon drippings', 'make a well in the center , and pour in the egg , buttermilk , and baking soda', 'mix until everything is smooth and well blended', 'pat the hot dogs dry with paper towels so that the batter will stick', 'insert wooden sticks into the ends', 'dip the hot dogs in the batter one at a time , shaking off the excess', 'deep fry a few at a time in the hot oil until they are as brown as you like them', 'drain on paper towels or serve on paper plates']",vegetable
a pot of lamb chops,91952,90,"['breadcrumbs', 'parmesan cheese', 'garlic cloves', 'fresh parsley', 'olive oil', 'baby potatoes', 'onion', 'lamb chops', 'white wine', 'water', 'tomatoes', 'salt and pepper']","['preheat oven to 190c', 'mix together breadcrumbs , parmesan , garlic and parsley', 'i use my processor , processing the crumbs first', 'brush bottom of casserole dish with oil', 'place all of the potatoes in a layer and then top with all of the onions in a layer', 'just cover this with equal parts wine and water', 'season with salt and pepper to taste', 'next , layer with 1 / 3 tomatoes and 1 / 3 crumbs mixture', 'layer with 6 chops', 'layer again with 1 / 3 tomatoes and 1 / 3 crumbs', 'then a add the rest of the chops', 'layer with the last of tomatoes and crumbs', 'sprinkle with olive oil', 'bake in oven for 1- 1 1 / 2 hours until chops are tender']",vegetable
a potato salad sandwich,504948,5,"['hamburger bun', 'mayonnaise', 'lettuce', 'tomatoes', 'potato salad']","['open bun and spread each side with mayonnaise', 'place lettuce leaves and tomato slices on bottom half of bun', 'scoop potato salad onto tomato , and gently spread toward edges of bun', 'cover with top of bun']",vegetable
a quick and different fried fish recipe,163342,35,"['perch fillets', 'vinegar potato chips', 'lard', 'eggs', 'milk']","['fillet , bone and skin fish', 'pinhole the bag of chips , and sit , dance roll or otherwise crush the chips to a very fine meal texture', 'bread the fish in the chip meal', 'mix eggs and milk well', 'dip the breaded fish in egg mixture', 'redip in chip meal', 'melt lard in cast iron pan over medium high heat', 'toss in coated fillets , cooking about 6-7 minutes until ""well done""', 'works well as a plated meal at the cottage or home , fits well into a ""fish sandwidge"" with sliced white onion and sourdough buns on the shoreline , and accompaniment might included baked beans and / or ham / garlic sausage , serving depend on locale , you\'ll scarf this down in quantity on some nameless rock in the north , a little less eaten at home or in the cottage --']",vegetable
a quick and easy salad,125721,10,"['cherry pie filling', 'sweetened condensed milk', 'pineapple tidbits', 'cool whip']",['mix all together and serve'],fruit
a quick chicken and rice meal for busy nights,355195,20,"['cooking spray', 'boneless chicken breasts', 'low-fat cream of chicken soup', 'water', 'paprika', 'black pepper', 'garlic powder', 'cooked brown rice', 'broccoli florets']","['spray skillet with cooking spray', 'add chicken and cook until browned', 'set chicken aside', 'add the cream of chicken soup , water , paprika , pepper and garlic powder to the skillet', 'heat to a boil', 'stir in the cooked rice and broccoli', 'top with the chicken', 'season the chicken with some more paprika and pepper', 'cover and cook over low heat about 5-7 minutes , until heated through', 'good served with a nice salad and some rolls', 'enjoy !']",vegetable
a ramchandani special  subru uncle s traditional sindhi curry mo,76915,220,"['vegetable drumsticks', 'ladyfingers', 'potatoes', 'yams', 'beans', 'white pumpkin', 'carrots', 'green chilies', 'turmeric powder', 'red chili powder', 'oil', 'tomatoes', 'fenugreek seeds', 'cumin seeds', 'fresh ginger', 'curry leaves', 'gram flour', 'asafoetida powder', 'water', 'salt', 'tamarind pulp', 'fresh coriander leaves']","['boil the potatoes in plenty of water until tender , drain and keep aside', 'in the meantime , heat oil in a pot', 'add fenugreek seeds and allow it to crackle', 'once it stops crackling and turns lightly golden brown , add cumin seeds and allow to crackle', 'once it stops crackling , add 10-15 fresh curry leaves , green chillies and ginger', 'mix well and stir-fry until the raw smell of ginger is gone', 'this takes about 5 minutes', 'then add gramflour and stir-fry it for 20 minutes , mixing it continuously , on low flame , until it is no longer raw taste-wise', 'add the remaining 10 fresh curry leaves alongwith asafoetida powder', 'stir-fry for 3-4 minutes on high flame', 'stir in water , turmeric powder and red chilli powder', 'add tomatoes , yam and flat indian beans', 'bring to a boil', 'lower flame , add 4 tsps', 'of salt and mix well', 'allow the curry to come to a boil twice again', 'in the meantime , soak the ladyfinger with 1 tsp', 'of salt in 1 cup of tamarind water', 'bring this to a boil', 'this step is done so as to ensure that the ladyfinger will not break while cooking in the curry', 'add all the chopped vegetables now alongwith the ladyfinger mixture , mix well and boil for 30 minutes', 'in the meantime , soak about 3 inches of tamarind in 1 cup of hot water and squeeze out the pulp from the tamarind as nicely as you can', 'measure out 1 cup of this pulp', ""this pulp is what i call'tamarind water'"", 'now add this tamarind water to the curry', 'boil for 30 minutes', 'remove from flame , garnish with corriander leaves and serve hot with cooked long-grain basmati rice and / or low-fat plain yogurt for a complete meal in asian-indian curry and veggie food heaven !', 'please', 'you can use them if you wish to', 'enjoy !']",vegetable
a real maine  italian,66603,10,"['deli ham', 'cheese', 'sour dill pickles', 'tomatoes', 'greek olives', 'onion', 'green pepper', 'hoagie rolls', 'red wine vinegar', 'olive oil', 'salt and pepper']","['cut sub rolls in half , but not completely through', 'layer cheese and ham on each of the rolls', 'top with sliced pickles , tomato , olives , onion , and green pepper', 'drizzle each sandwich with oil and vinegar and sprinkle with salt and pepper', 'enjoy !']",vegetable
a real philly cheesesteak,3779,20,"['rib eye', 'onion', 'mushroom', 'provolone cheese', 'hoagie rolls']","['meat: make friends with your butcher', 'you need him to partially freeze a hunk of rib eye , and then slice it very thin', 'you want it sliced thin even though common sense tells us that thick is better', 'you can buy the hunk of rib eye and freeze and slice it yourself , but the butcher generally does a better job than i do', 'i can only get it about 1 / 8"" thick and he does about', 'bread: this is the hard part', ""if you aren't in the tristate area , and can't get amorosos rolls then you have to find a substitute"", 'squishy sub rolls will not do', 'they do not hold together under pressure', 'refrain from buying those ""hero"" rolls too', 'a good hoagie roll is almost rubbery in texture , but quite soft', 'the best substitute i have found is a loaf of french bread', ""not as good as the real thing , but hey , beggars can't be choosers"", 'toppings: all of this is personal choice', 'i like fried onions and mushrooms myself', 'cheeses used vary - i hate to admit it but i think cheese whiz tastes the best', 'provolone is awesome too and thats what i would use if i was afraid of the plastic orange stuff called whiz', 'cooking the steak: in a cast iron frying pan , or a grill pan heat some oil', 'saute toppings until pliable - make them however you like them', 'remove them from pan and set aside', 'pour some more oil in the pan on medium high heat', 'place 1 / 4 to 1 / 3 of a pound of meat in the pan , lying the pieces flat and overlapping to form a shape that will fit nicely in a bun', 'when the meat turns grey with doneness , flip it over and if you are using cheese slices now is the time to lie them on top of the meat', 'add the other toppings back into the pan next to the meat and allow to reheat', 'cover the pan to allow the cheese to melt', 'this should take 1-2 minutes', 'if the meat looks overcooked , thats ok - i t should be gray', 'this is the time to toast the bread if you so wish', ""i don't like mine toasted at all"", 'warmed is ok', 'if you are using cheese whiz , warm it in the microwave', 'pick up meat and melted cheese with a spatula and deposit on the roll', 'if using cheese whiz , use a butter knife or chopstick to smear whiz next to the meat', 'push the meat on one side of the roll and deposit the toppings next to it', 'this is important because if you put the toppings on the meat , they will not be in the bottom of the sandwich , which really sux', 'you should get meat , toppings and cheese in every bite']",vegetable
a really good sweet potato recipe,146992,120,"['eggs', 'sweet potatoes', 'sugar', 'butter', 'heavy cream', 'vanilla', 'nutmeg', 'allspice', 'light brown sugar', 'flour', 'pecans']","['beat eggs , stir in potatoes until blended', 'add remaining ingredients and put in buttered dish', 'topping:', 'mix brown sugar , flour and nuts together', 'work butter iinto mixture with hands until well blended', 'sprinkle on top of potatoes and bake at 350 for 1 hour']",vegetable
a really good tomato recipe,242319,12,"['garlic and cheese flavored croutons', 'tomatoes', 'mozzarella cheese', 'red wine vinegar', 'dried basil']","['line the bottom of a 9-inch pie or quiche pan with a single layer of the croutons', 'alternate 1 / 4-inch slices of tomato with mozzarella slices on top of the croutons', 'sprinkle with the red wine vinegar and then the dried basil', 'put in a microwave oven for 5-8 minutes or until the cheese has melted', 'enjoy !']",vegetable
